District,City,Store_ID,Store_Type,Product_Name,Category,Brand,Units_Sold,Revenue,Profit,Price,Stock_Level,Reorder_Level,Supplier,Delivery_Time_Days,Order_Date
Coimbatore,Pollachi,TN-COI-280,Hypermarket,Rice 5kg,Staples,Aachi,253,158780.27,10189.23,627.59,240,234,Reliance Retail,10,29-10-2024
Kanchipuram,Kanchipuram,TN-KAN-865,Convenience,Shampoo 340ml,Personal Care,Clinic Plus,61,24695.24,1719.11,404.84,755,155,HUL,7,27-03-2024
Madurai,Thirumangalam,TN-MAD-699,Wholesale,Wheat Flour 1kg,Staples,Annapurna,228,43554.84,10260.54,191.03,465,95,Reliance Retail,6,07-10-2023
Tiruvallur,Tiruvallur,TN-TIR-747,Convenience,Bath Soap (Pack),Personal Care,Lux,108,44965.8,2536.92,416.35,582,65,P&G,3,16-08-2023
Tiruvallur,Avadi,TN-TIR-528,Hypermarket,Biscuits Family Pack,Snacks,Britannia,117,124717.32,21292.64,1065.96,808,253,Local Distributor,10,15-12-2023
Sivaganga,Sivaganga,TN-SIV-188,Wholesale,Floor Cleaner 1L,Home Care,Lizol,255,264534.45,24678.03,1037.39,484,264,Reliance Retail,5,30-01-2023
Kanchipuram,Kanchipuram,TN-KAN-353,Convenience,Curd 500g,Dairy,Aavin,118,126537.3,21303.1,1072.35,152,283,Metro Cash & Carry,1,05-05-2025
Coimbatore,Coimbatore,TN-COI-581,Mall Outlet,Wheat Flour 1kg,Staples,Annapurna,222,143571.84,20940.51,646.72,817,228,ITC,8,11-10-2025
Vellore,Vellore,TN-VEL-671,Supermarket,Curd 500g,Dairy,Aavin,116,20485.6,2236.17,176.6,663,73,ITC,8,16-09-2024
Tirunelveli,Palayamkottai,TN-TIR-978,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,17,19927.06,2844.63,1172.18,141,273,Local Distributor,7,14-01-2024
Namakkal,Rasipuram,TN-NAM-820,Supermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,202,216998.5,25297.95,1074.25,33,125,Reliance Retail,5,29-02-2024
Madurai,Thirumangalam,TN-MAD-853,Supermarket,Floor Cleaner 1L,Home Care,Lizol,191,203951.71,14723.95,1067.81,374,169,Metro Cash & Carry,1,18-01-2025
Namakkal,Namakkal,TN-NAM-763,Mall Outlet,Sunflower Oil 1L,Cooking Oil,Gold Winner,292,250249.84,22758.35,857.02,342,111,Metro Cash & Carry,2,06-09-2025
Sivaganga,Sivaganga,TN-SIV-871,Hypermarket,Biscuits Family Pack,Snacks,Britannia,185,199718.6,30100.23,1079.56,433,120,ITC,2,02-02-2025
Namakkal,Rasipuram,TN-NAM-597,Mall Outlet,Floor Cleaner 1L,Home Care,Lizol,67,38510.93,6022.37,574.79,845,186,P&G,8,23-01-2025
Madurai,Madurai,TN-MAD-568,Supermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,205,221313.9,23829.87,1079.58,979,69,ITC,3,19-07-2024
Tiruchirappalli,Tiruchirappalli,TN-TIR-608,Hypermarket,Coffee 200g,Beverages,Bru,271,309883.08,16900.42,1143.48,426,298,Local Distributor,9,28-09-2023
Karur,Karur,TN-KAR-530,Wholesale,Rice 5kg,Staples,Aachi,154,37435.86,2036.78,243.09,821,109,Metro Cash & Carry,6,23-04-2025
Sivaganga,Karaikudi,TN-SIV-771,Convenience,Detergent 1kg,Home Care,Surf Excel,276,279712.2,38894.33,1013.45,311,195,HUL,5,18-12-2023
Thoothukudi,Thoothukudi,TN-THO-595,Convenience,Toothpaste 150g,Personal Care,Colgate,29,5656.16,604.51,195.04,979,92,Metro Cash & Carry,3,07-08-2024
Tirunelveli,Tirunelveli,TN-TIR-959,Hypermarket,Tea 500g,Beverages,Tata Tea,126,19902.96,4950.95,157.96,588,82,Reliance Retail,5,27-01-2025
Tirunelveli,Tirunelveli,TN-TIR-675,Supermarket,Biscuits Family Pack,Snacks,Britannia,181,35217.17,4919.34,194.57,998,91,Metro Cash & Carry,5,06-09-2023
Chennai,Chennai,TN-CHE-611,Hypermarket,Paneer 200g,Dairy,Milky Mist,168,34295.52,8369.14,204.14,559,299,Metro Cash & Carry,6,28-08-2024
Karur,Karur,TN-KAR-872,Mall Outlet,Sugar 1kg,Staples,Madhur,294,258625.92,60637.02,879.68,346,226,ITC,8,24-03-2023
Salem,Salem,TN-SAL-415,Supermarket,Milk 1L,Dairy,Aavin,117,63911.25,4377.68,546.25,56,205,Local Distributor,4,14-12-2025
Vellore,Katpadi,TN-VEL-300,Supermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,280,286258,53075.86,1022.35,980,72,Metro Cash & Carry,7,03-02-2024
Karur,Karur,TN-KAR-717,Mall Outlet,Floor Cleaner 1L,Home Care,Lizol,33,36035.01,4403.95,1091.97,151,233,Reliance Retail,6,01-03-2025
Namakkal,Namakkal,TN-NAM-391,Convenience,Instant Noodles 4-pack,Snacks,Maggi,162,190103.76,42746.8,1173.48,89,105,Local Distributor,8,01-05-2025
Tiruvallur,Avadi,TN-TIR-267,Wholesale,Curd 500g,Dairy,Aavin,76,76448.4,12964.67,1005.9,147,103,P&G,8,11-12-2025
Dindigul,Dindigul,TN-DIN-704,Wholesale,Sunflower Oil 1L,Cooking Oil,Gold Winner,8,4025.28,937.42,503.16,424,94,Metro Cash & Carry,8,08-10-2023
Erode,Erode,TN-ERO-952,Wholesale,Toothpaste 150g,Personal Care,Colgate,288,172480.32,37007.35,598.89,309,263,Metro Cash & Carry,5,08-10-2025
Pudukkottai,Pudukkottai,TN-PUD-329,Supermarket,Rice 5kg,Staples,Aachi,83,27386.68,6605.81,329.96,854,212,Reliance Retail,2,12-08-2024
Kanchipuram,Kanchipuram,TN-KAN-603,Hypermarket,Rice 5kg,Staples,Aachi,66,60876.42,9046.85,922.37,993,67,Metro Cash & Carry,6,11-09-2025
Sivaganga,Karaikudi,TN-SIV-989,Convenience,Detergent 1kg,Home Care,Surf Excel,66,30385.08,5973.45,460.38,17,266,P&G,3,30-04-2023
Salem,Attur,TN-SAL-572,Hypermarket,Instant Noodles 4-pack,Snacks,Maggi,88,7252.08,886.44,82.41,651,283,P&G,1,16-08-2024
Thanjavur,Thanjavur,TN-THA-626,Hypermarket,Tea 500g,Beverages,Tata Tea,53,38506.62,3212.5,726.54,330,273,P&G,5,09-07-2024
Namakkal,Namakkal,TN-NAM-647,Mall Outlet,Instant Noodles 4-pack,Snacks,Maggi,78,2747.16,422.06,35.22,381,249,Reliance Retail,7,27-11-2024
Tirunelveli,Tirunelveli,TN-TIR-323,Hypermarket,Floor Cleaner 1L,Home Care,Lizol,118,118148.68,24695.6,1001.26,572,207,Local Distributor,9,25-12-2025
Pudukkottai,Pudukkottai,TN-PUD-527,Wholesale,Sunflower Oil 1L,Cooking Oil,Gold Winner,64,63119.36,14812.97,986.24,491,139,P&G,6,12-10-2023
Tiruvallur,Avadi,TN-TIR-276,Convenience,Rice 5kg,Staples,Aachi,65,18354.7,4063.05,282.38,145,226,HUL,5,14-09-2023
Erode,Erode,TN-ERO-180,Wholesale,Toor Dal 1kg,Pulses,24 Mantra,44,1856.36,272.61,42.19,441,60,HUL,2,09-03-2023
Nagapattinam,Nagapattinam,TN-NAG-580,Supermarket,Bath Soap (Pack),Personal Care,Lux,27,2650.59,486.43,98.17,772,74,ITC,10,25-02-2024
Sivaganga,Sivaganga,TN-SIV-289,Convenience,Rice 5kg,Staples,Aachi,51,9779.76,1948.52,191.76,284,292,Metro Cash & Carry,6,22-12-2024
Tirunelveli,Tirunelveli,TN-TIR-617,Mall Outlet,Sunflower Oil 1L,Cooking Oil,Gold Winner,55,54291.05,11002.02,987.11,541,105,Local Distributor,4,31-07-2024
Tirunelveli,Tirunelveli,TN-TIR-842,Supermarket,Coffee 200g,Beverages,Bru,263,269451.39,39055.12,1024.53,714,200,HUL,8,08-08-2023
Tirunelveli,Palayamkottai,TN-TIR-488,Wholesale,Coffee 200g,Beverages,Bru,268,77320.68,5611.09,288.51,321,81,Reliance Retail,2,30-11-2025
Salem,Attur,TN-SAL-880,Convenience,Toothpaste 150g,Personal Care,Colgate,290,252914.8,16806.08,872.12,505,79,Reliance Retail,5,24-07-2025
Virudhunagar,Sivakasi,TN-VIR-803,Wholesale,Shampoo 340ml,Personal Care,Clinic Plus,288,144169.92,35608.88,500.59,438,98,ITC,8,22-01-2025
Tirunelveli,Tirunelveli,TN-TIR-790,Wholesale,Toor Dal 1kg,Pulses,24 Mantra,207,111140.37,20195.28,536.91,87,80,HUL,7,31-03-2025
Sivaganga,Sivaganga,TN-SIV-859,Hypermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,191,223611.34,26324.94,1170.74,609,266,Reliance Retail,2,21-04-2024
Kanchipuram,Chengalpattu,TN-KAN-385,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,144,131391.36,27618.05,912.44,965,152,P&G,8,08-04-2025
Karur,Karur,TN-KAR-250,Wholesale,Toor Dal 1kg,Pulses,24 Mantra,67,21159.27,3162.35,315.81,643,291,HUL,1,23-07-2023
Coimbatore,Coimbatore,TN-COI-610,Supermarket,Tea 500g,Beverages,Tata Tea,200,146682,16925.81,733.41,310,209,Metro Cash & Carry,2,06-06-2023
Nagapattinam,Mayiladuthurai,TN-NAG-911,Wholesale,Coffee 200g,Beverages,Bru,155,124196.85,18387.35,801.27,267,188,P&G,9,06-02-2023
Coimbatore,Mettupalayam,TN-COI-221,Wholesale,Paneer 200g,Dairy,Milky Mist,166,170380.74,23599.65,1026.39,36,58,HUL,9,12-09-2024
Tirunelveli,Palayamkottai,TN-TIR-541,Hypermarket,Toothpaste 150g,Personal Care,Colgate,204,121420.8,8727.29,595.2,691,175,Local Distributor,9,20-08-2025
Karur,Karur,TN-KAR-618,Supermarket,Milk 1L,Dairy,Aavin,139,83919.86,20491.06,603.74,631,223,P&G,5,18-10-2024
Coimbatore,Coimbatore,TN-COI-704,Supermarket,Sugar 1kg,Staples,Madhur,192,82880.64,16444.47,431.67,27,245,Local Distributor,6,18-02-2025
Tiruchirappalli,Srirangam,TN-TIR-453,Convenience,Curd 500g,Dairy,Aavin,184,15936.24,1575.23,86.61,240,215,P&G,10,23-06-2023
Madurai,Thirumangalam,TN-MAD-217,Convenience,Tea 500g,Beverages,Tata Tea,15,9829.95,564.98,655.33,673,271,Reliance Retail,10,20-11-2025
Kanchipuram,Chengalpattu,TN-KAN-120,Wholesale,Mineral Water 1L,Beverages,Bisleri,16,18931.2,2376.77,1183.2,399,132,Metro Cash & Carry,2,27-09-2025
Tiruchirappalli,Tiruchirappalli,TN-TIR-444,Wholesale,Floor Cleaner 1L,Home Care,Lizol,178,38558.36,4237.72,216.62,992,161,HUL,8,04-06-2023
Pudukkottai,Pudukkottai,TN-PUD-394,Convenience,Wheat Flour 1kg,Staples,Annapurna,157,187701.35,24477.28,1195.55,231,209,Local Distributor,2,14-07-2023
Sivaganga,Karaikudi,TN-SIV-379,Supermarket,Mineral Water 1L,Beverages,Bisleri,276,160306.32,14739.82,580.82,814,69,Local Distributor,5,30-10-2025
Thanjavur,Kumbakonam,TN-THA-779,Mall Outlet,Biscuits Family Pack,Snacks,Britannia,107,54451.23,5458.9,508.89,527,166,Local Distributor,9,05-01-2024
Chennai,Chennai,TN-CHE-690,Wholesale,Coffee 200g,Beverages,Bru,244,82023.04,14566.08,336.16,828,207,Reliance Retail,10,03-05-2023
Nagapattinam,Nagapattinam,TN-NAG-473,Wholesale,Sugar 1kg,Staples,Madhur,128,25287.68,4730.35,197.56,307,266,Reliance Retail,7,14-10-2024
Madurai,Madurai,TN-MAD-966,Wholesale,Bath Soap (Pack),Personal Care,Lux,151,118131.83,11965.49,782.33,615,110,Reliance Retail,4,21-08-2023
Salem,Salem,TN-SAL-128,Hypermarket,Toothpaste 150g,Personal Care,Colgate,242,143445.5,35611.58,592.75,432,215,ITC,4,23-11-2023
Thoothukudi,Thoothukudi,TN-THO-129,Convenience,Bath Soap (Pack),Personal Care,Lux,286,65110.76,14357.2,227.66,986,234,Reliance Retail,1,24-04-2023
Madurai,Thirumangalam,TN-MAD-716,Convenience,Sunflower Oil 1L,Cooking Oil,Gold Winner,213,229654.47,42333.22,1078.19,906,73,Reliance Retail,3,28-04-2024
Tiruchirappalli,Tiruchirappalli,TN-TIR-634,Mall Outlet,Floor Cleaner 1L,Home Care,Lizol,133,80572.73,5482.95,605.81,614,81,P&G,6,09-03-2025
Vellore,Katpadi,TN-VEL-323,Hypermarket,Toor Dal 1kg,Pulses,24 Mantra,94,25629.1,2688.74,272.65,418,115,Metro Cash & Carry,1,01-10-2025
Pudukkottai,Pudukkottai,TN-PUD-816,Supermarket,Biscuits Family Pack,Snacks,Britannia,284,147697.04,27552.54,520.06,986,121,HUL,6,31-08-2025
Namakkal,Rasipuram,TN-NAM-121,Mall Outlet,Wheat Flour 1kg,Staples,Annapurna,32,26720.32,5551.43,835.01,245,114,Metro Cash & Carry,7,25-09-2024
Namakkal,Namakkal,TN-NAM-647,Hypermarket,Paneer 200g,Dairy,Milky Mist,203,5943.84,1439.3,29.28,949,300,P&G,5,04-07-2023
Vellore,Katpadi,TN-VEL-315,Hypermarket,Paneer 200g,Dairy,Milky Mist,167,176647.59,35920.97,1057.77,416,252,ITC,5,14-06-2023
Karur,Karur,TN-KAR-854,Wholesale,Biscuits Family Pack,Snacks,Britannia,221,233062.18,49886.55,1054.58,844,91,Local Distributor,5,02-11-2025
Madurai,Thirumangalam,TN-MAD-530,Mall Outlet,Garbage Bags,Home Care,Supreme,172,95434.2,5293.75,554.85,53,214,Local Distributor,3,27-06-2025
Salem,Salem,TN-SAL-510,Hypermarket,Toothpaste 150g,Personal Care,Colgate,165,115410.9,8328.7,699.46,255,182,Local Distributor,3,20-04-2025
Dindigul,Palani,TN-DIN-589,Hypermarket,Bath Soap (Pack),Personal Care,Lux,93,77302.53,16647.39,831.21,818,122,HUL,2,28-04-2025
Namakkal,Namakkal,TN-NAM-502,Wholesale,Mineral Water 1L,Beverages,Bisleri,119,5291.93,288.91,44.47,571,215,Metro Cash & Carry,4,02-07-2023
Tiruvallur,Tiruvallur,TN-TIR-368,Hypermarket,Wheat Flour 1kg,Staples,Annapurna,210,157340.4,26760.23,749.24,152,72,P&G,3,29-08-2023
Chennai,Chennai,TN-CHE-891,Wholesale,Detergent 1kg,Home Care,Surf Excel,65,18517.85,1678.26,284.89,968,270,P&G,5,09-10-2025
Cuddalore,Cuddalore,TN-CUD-541,Hypermarket,Soft Drink 2L,Beverages,Coca-Cola,115,137349.1,14640.51,1194.34,693,98,Reliance Retail,3,16-04-2025
Salem,Salem,TN-SAL-397,Convenience,Shampoo 340ml,Personal Care,Clinic Plus,235,256302.75,31762.97,1090.65,700,215,Reliance Retail,2,22-01-2023
Karur,Karur,TN-KAR-992,Convenience,Milk 1L,Dairy,Aavin,113,97376.62,18666.19,861.74,753,202,P&G,2,15-07-2023
Pudukkottai,Pudukkottai,TN-PUD-153,Convenience,Shampoo 340ml,Personal Care,Clinic Plus,246,268560.66,66965.03,1091.71,961,221,Metro Cash & Carry,1,11-01-2023
Thoothukudi,Thoothukudi,TN-THO-409,Wholesale,Instant Noodles 4-pack,Snacks,Maggi,72,83686.32,13549.83,1162.31,594,95,P&G,3,28-10-2025
Karur,Karur,TN-KAR-998,Wholesale,Sugar 1kg,Staples,Madhur,50,19721.5,3078.23,394.43,145,116,ITC,6,01-04-2023
Salem,Attur,TN-SAL-992,Convenience,Instant Noodles 4-pack,Snacks,Maggi,225,79616.25,17944.49,353.85,627,262,P&G,9,03-10-2024
Kanchipuram,Kanchipuram,TN-KAN-423,Wholesale,Sugar 1kg,Staples,Madhur,289,296681.62,53842.94,1026.58,817,162,ITC,4,01-11-2023
Coimbatore,Coimbatore,TN-COI-287,Supermarket,Detergent 1kg,Home Care,Surf Excel,138,29392.62,4215.68,212.99,118,279,Reliance Retail,1,23-06-2025
Namakkal,Rasipuram,TN-NAM-568,Wholesale,Toor Dal 1kg,Pulses,24 Mantra,80,13272.8,912.05,165.91,889,122,HUL,3,07-11-2025
Thoothukudi,Thoothukudi,TN-THO-697,Supermarket,Floor Cleaner 1L,Home Care,Lizol,297,69221.79,16203.62,233.07,252,246,Reliance Retail,2,04-11-2024
Chennai,Chennai,TN-CHE-797,Supermarket,Milk 1L,Dairy,Aavin,196,140453.6,33743.13,716.6,857,132,HUL,1,16-06-2023
Tiruvallur,Avadi,TN-TIR-564,Convenience,Soft Drink 2L,Beverages,Coca-Cola,7,2861.04,168.14,408.72,637,293,Reliance Retail,6,22-09-2023
Erode,Erode,TN-ERO-920,Convenience,Biscuits Family Pack,Snacks,Britannia,33,29623.44,4722.9,897.68,616,147,ITC,7,06-06-2024
Tirunelveli,Tirunelveli,TN-TIR-889,Wholesale,Sunflower Oil 1L,Cooking Oil,Gold Winner,15,15386.55,1270.75,1025.77,798,153,P&G,3,04-09-2023
Thanjavur,Kumbakonam,TN-THA-920,Wholesale,Toothpaste 150g,Personal Care,Colgate,72,31944.24,2211.25,443.67,376,181,HUL,8,01-07-2025
Cuddalore,Chidambaram,TN-CUD-374,Mall Outlet,Soft Drink 2L,Beverages,Coca-Cola,221,27947.66,3759.16,126.46,377,207,HUL,7,22-05-2025
Madurai,Madurai,TN-MAD-625,Convenience,Paneer 200g,Dairy,Milky Mist,119,93317.42,17984.8,784.18,953,176,Metro Cash & Carry,9,21-06-2023
Thanjavur,Kumbakonam,TN-THA-547,Supermarket,Detergent 1kg,Home Care,Surf Excel,158,30866.88,2332.24,195.36,924,126,HUL,9,25-05-2025
Thanjavur,Thanjavur,TN-THA-664,Supermarket,Wheat Flour 1kg,Staples,Annapurna,267,39251.67,5298.3,147.01,96,168,Local Distributor,10,02-06-2024
Namakkal,Rasipuram,TN-NAM-699,Supermarket,Floor Cleaner 1L,Home Care,Lizol,13,2007.72,366.04,154.44,183,251,HUL,7,03-04-2023
Madurai,Thirumangalam,TN-MAD-997,Convenience,Biscuits Family Pack,Snacks,Britannia,237,216542.16,30313.65,913.68,827,117,P&G,3,08-03-2024
Tirunelveli,Tirunelveli,TN-TIR-864,Mall Outlet,Bath Soap (Pack),Personal Care,Lux,59,31380.92,1681.49,531.88,404,79,ITC,3,04-09-2025
Tiruvallur,Avadi,TN-TIR-989,Mall Outlet,Detergent 1kg,Home Care,Surf Excel,160,119972.8,29367.47,749.83,369,226,Local Distributor,7,11-09-2024
Madurai,Madurai,TN-MAD-238,Supermarket,Coffee 200g,Beverages,Bru,62,60936.08,11529.5,982.84,192,269,ITC,4,12-09-2025
Salem,Salem,TN-SAL-546,Mall Outlet,Coffee 200g,Beverages,Bru,49,18378.92,2622.4,375.08,485,158,ITC,2,07-12-2023
Salem,Attur,TN-SAL-596,Wholesale,Rice 5kg,Staples,Aachi,235,166983.95,15073.25,710.57,583,262,Reliance Retail,1,14-11-2024
Chennai,Chennai,TN-CHE-745,Wholesale,Curd 500g,Dairy,Aavin,258,229555.5,38833.42,889.75,567,124,ITC,8,29-03-2025
Karur,Karur,TN-KAR-337,Supermarket,Floor Cleaner 1L,Home Care,Lizol,14,7251.58,820.66,517.97,65,118,Local Distributor,7,27-08-2025
Tiruchirappalli,Srirangam,TN-TIR-737,Convenience,Paneer 200g,Dairy,Milky Mist,228,10157.4,1092.96,44.55,196,170,P&G,8,20-04-2024
Nagapattinam,Nagapattinam,TN-NAG-701,Convenience,Soft Drink 2L,Beverages,Coca-Cola,244,42643.88,4634.49,174.77,728,149,Reliance Retail,6,25-08-2025
Tirunelveli,Tirunelveli,TN-TIR-389,Supermarket,Detergent 1kg,Home Care,Surf Excel,71,15938.08,1295.17,224.48,503,75,Reliance Retail,8,13-09-2024
Vellore,Vellore,TN-VEL-670,Supermarket,Rice 5kg,Staples,Aachi,188,199180.36,24182.24,1059.47,162,94,Metro Cash & Carry,1,11-05-2023
Dindigul,Palani,TN-DIN-216,Mall Outlet,Shampoo 340ml,Personal Care,Clinic Plus,66,45087.24,6640.14,683.14,348,250,P&G,1,01-07-2024
Salem,Salem,TN-SAL-823,Supermarket,Paneer 200g,Dairy,Milky Mist,239,276264.88,55571.47,1155.92,998,77,Metro Cash & Carry,10,28-07-2023
Pudukkottai,Pudukkottai,TN-PUD-619,Supermarket,Tea 500g,Beverages,Tata Tea,65,68095.95,15811.69,1047.63,160,236,P&G,8,02-11-2025
Karur,Karur,TN-KAR-257,Convenience,Biscuits Family Pack,Snacks,Britannia,75,12384,1119.24,165.12,992,156,ITC,4,28-08-2025
Dindigul,Palani,TN-DIN-617,Hypermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,141,64785.27,13019.83,459.47,369,211,Local Distributor,4,07-11-2023
Nagapattinam,Mayiladuthurai,TN-NAG-906,Hypermarket,Sugar 1kg,Staples,Madhur,224,113751.68,14999.51,507.82,469,293,Metro Cash & Carry,6,02-03-2023
Tiruvallur,Tiruvallur,TN-TIR-888,Supermarket,Floor Cleaner 1L,Home Care,Lizol,40,4801.6,542.39,120.04,790,92,Reliance Retail,1,16-03-2025
Coimbatore,Pollachi,TN-COI-756,Hypermarket,Mineral Water 1L,Beverages,Bisleri,34,39906.48,9817.37,1173.72,818,219,Metro Cash & Carry,5,08-05-2025
Cuddalore,Chidambaram,TN-CUD-838,Convenience,Instant Noodles 4-pack,Snacks,Maggi,9,8962.74,2061.8,995.86,625,285,HUL,7,02-07-2025
Erode,Gobichettipalayam,TN-ERO-814,Convenience,Milk 1L,Dairy,Aavin,106,112312.3,7508.77,1059.55,550,135,Reliance Retail,3,01-12-2025
Pudukkottai,Pudukkottai,TN-PUD-318,Supermarket,Floor Cleaner 1L,Home Care,Lizol,287,111488.02,13171.39,388.46,650,90,ITC,1,13-06-2024
Vellore,Katpadi,TN-VEL-843,Wholesale,Floor Cleaner 1L,Home Care,Lizol,61,53908.14,11769.05,883.74,265,210,Metro Cash & Carry,6,11-09-2023
Coimbatore,Pollachi,TN-COI-227,Wholesale,Toothpaste 150g,Personal Care,Colgate,298,265068.02,37276.37,889.49,241,256,Local Distributor,10,28-12-2025
Virudhunagar,Virudhunagar,TN-VIR-458,Convenience,Toothpaste 150g,Personal Care,Colgate,298,242414.06,46754.45,813.47,532,238,HUL,2,02-11-2024
Nagapattinam,Nagapattinam,TN-NAG-942,Convenience,Paneer 200g,Dairy,Milky Mist,55,10611.15,1433.97,192.93,421,70,ITC,1,20-05-2025
Salem,Attur,TN-SAL-319,Wholesale,Sunflower Oil 1L,Cooking Oil,Gold Winner,194,158818.1,20733.82,818.65,572,182,Reliance Retail,5,18-10-2025
Kanchipuram,Chengalpattu,TN-KAN-805,Wholesale,Curd 500g,Dairy,Aavin,88,16749.04,1263.29,190.33,728,167,HUL,9,19-12-2025
Tiruchirappalli,Tiruchirappalli,TN-TIR-566,Wholesale,Wheat Flour 1kg,Staples,Annapurna,85,96390,11939.48,1134,974,80,Metro Cash & Carry,7,14-08-2023
Tiruchirappalli,Srirangam,TN-TIR-685,Convenience,Wheat Flour 1kg,Staples,Annapurna,272,54644.8,6791.99,200.9,383,127,P&G,8,27-02-2023
Salem,Salem,TN-SAL-902,Mall Outlet,Curd 500g,Dairy,Aavin,29,32638.05,3623.89,1125.45,290,105,HUL,8,05-01-2023
Tiruchirappalli,Srirangam,TN-TIR-169,Supermarket,Curd 500g,Dairy,Aavin,251,174748.71,28510.74,696.21,921,136,Reliance Retail,8,29-09-2023
Salem,Attur,TN-SAL-879,Wholesale,Paneer 200g,Dairy,Milky Mist,81,84425.49,9712.58,1042.29,819,209,Local Distributor,10,18-04-2025
Cuddalore,Cuddalore,TN-CUD-504,Convenience,Garbage Bags,Home Care,Supreme,28,32214.84,7345.26,1150.53,753,121,Local Distributor,2,06-12-2023
Chennai,Chennai,TN-CHE-674,Supermarket,Garbage Bags,Home Care,Supreme,48,11858.88,2060.37,247.06,590,243,ITC,10,04-12-2025
Erode,Gobichettipalayam,TN-ERO-614,Supermarket,Toor Dal 1kg,Pulses,24 Mantra,277,64291.7,3458.55,232.1,805,102,HUL,10,28-06-2025
Madurai,Thirumangalam,TN-MAD-511,Mall Outlet,Wheat Flour 1kg,Staples,Annapurna,256,265505.28,14510.57,1037.13,447,96,Reliance Retail,1,17-12-2025
Dindigul,Palani,TN-DIN-363,Supermarket,Toor Dal 1kg,Pulses,24 Mantra,55,36261.5,3882.53,659.3,187,115,ITC,3,20-09-2024
Kanchipuram,Kanchipuram,TN-KAN-160,Mall Outlet,Biscuits Family Pack,Snacks,Britannia,97,5049.82,311.58,52.06,399,75,P&G,3,25-04-2025
Dindigul,Palani,TN-DIN-484,Supermarket,Wheat Flour 1kg,Staples,Annapurna,108,32698.08,5539.08,302.76,242,176,Metro Cash & Carry,9,27-02-2025
Tiruchirappalli,Srirangam,TN-TIR-162,Convenience,Paneer 200g,Dairy,Milky Mist,288,144100.8,21158.94,500.35,417,212,HUL,1,05-07-2024
Pudukkottai,Pudukkottai,TN-PUD-352,Mall Outlet,Sugar 1kg,Staples,Madhur,160,110484.8,15379.09,690.53,866,212,Metro Cash & Carry,4,19-10-2023
Namakkal,Namakkal,TN-NAM-900,Hypermarket,Garbage Bags,Home Care,Supreme,221,255122.4,41082.47,1154.4,42,50,Reliance Retail,10,15-08-2024
Tirunelveli,Tirunelveli,TN-TIR-161,Wholesale,Bath Soap (Pack),Personal Care,Lux,133,134409.8,16939.76,1010.6,359,265,Local Distributor,4,11-11-2025
Thanjavur,Thanjavur,TN-THA-265,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,40,14990,1934.62,374.75,125,262,HUL,9,26-07-2024
Kanchipuram,Kanchipuram,TN-KAN-725,Mall Outlet,Biscuits Family Pack,Snacks,Britannia,180,138510,34063.5,769.5,724,165,P&G,4,20-10-2024
Dindigul,Dindigul,TN-DIN-570,Mall Outlet,Biscuits Family Pack,Snacks,Britannia,13,14281.02,1096,1098.54,944,50,Metro Cash & Carry,8,09-01-2023
Chennai,Chennai,TN-CHE-523,Mall Outlet,Detergent 1kg,Home Care,Surf Excel,206,134930,27992.72,655,664,216,ITC,9,05-03-2023
Tiruvallur,Tiruvallur,TN-TIR-461,Wholesale,Soft Drink 2L,Beverages,Coca-Cola,188,89557.56,19508.25,476.37,831,228,ITC,2,05-08-2025
Namakkal,Namakkal,TN-NAM-555,Supermarket,Shampoo 340ml,Personal Care,Clinic Plus,15,13724.1,2554.2,914.94,726,141,HUL,2,12-09-2024
Vellore,Vellore,TN-VEL-605,Convenience,Wheat Flour 1kg,Staples,Annapurna,148,89029.4,16987.66,601.55,620,103,ITC,4,22-03-2025
Tiruchirappalli,Srirangam,TN-TIR-682,Mall Outlet,Detergent 1kg,Home Care,Surf Excel,92,61742.12,11235.07,671.11,579,222,Local Distributor,10,26-12-2023
Madurai,Madurai,TN-MAD-863,Supermarket,Sugar 1kg,Staples,Madhur,137,153659.2,33973.4,1121.6,902,183,Local Distributor,5,28-01-2024
Chennai,Chennai,TN-CHE-797,Mall Outlet,Paneer 200g,Dairy,Milky Mist,6,6760.26,1204.63,1126.71,965,216,ITC,6,04-06-2025
Kanchipuram,Chengalpattu,TN-KAN-224,Mall Outlet,Paneer 200g,Dairy,Milky Mist,258,115207.32,23249.34,446.54,905,234,HUL,1,23-07-2024
Kanchipuram,Chengalpattu,TN-KAN-423,Supermarket,Milk 1L,Dairy,Aavin,104,43154.8,9753.83,414.95,827,56,Local Distributor,4,17-05-2025
Madurai,Madurai,TN-MAD-301,Hypermarket,Biscuits Family Pack,Snacks,Britannia,164,15442.24,2703.3,94.16,28,172,Reliance Retail,1,15-11-2024
Thoothukudi,Thoothukudi,TN-THO-210,Wholesale,Shampoo 340ml,Personal Care,Clinic Plus,179,179424.23,38455.41,1002.37,532,253,HUL,2,17-06-2025
